file,bugChurn,rank
org.apache.activemq.broker.region.Queue_java,941,1
org.apache.activemq.ActiveMQMessageConsumer_java,702,2
org.apache.activemq.network.DemandForwardingBridgeSupport_java,545,3
org.apache.activemq.store.kahadb.MessageDatabase_java,385,4
org.apache.activemq.web.MessageServlet_java,332,5
org.apache.activemq.ActiveMQMessageAuditNoSync_java,265,6
org.apache.activemq.broker.BrokerService_java,265,6
org.apache.activemq.ActiveMQMessageAudit_java,219,8
org.apache.activemq.broker.region.AbstractRegion_java,217,9
org.apache.activemq.transport.stomp.StompSubscription_java,214,10
org.apache.activemq.state.ConnectionStateTracker_java,201,11
org.apache.activemq.store.kahadb.KahaDBStore_java,199,12
org.apache.activemq.broker.region.TopicSubscription_java,199,12
org.apache.activemq.broker.region.PrefetchSubscription_java,197,14
org.apache.activemq.bugs.AMQ1282_java,184,15
org.apache.activemq.ActiveMQConnection_java,176,16
org.apache.activemq.transport.InactivityMonitor_java,174,17
org.apache.activemq.transport.tcp.SocketTstFactory_java,173,18
org.apache.activemq.bugs.embedded.ThreadExplorer_java,167,19
org.apache.activemq.transport.stomp.StompNIOTransport_java,160,20
org.apache.activemq.bugs.amq1974.TryJmsClient_java,154,21
org.apache.activemq.transport.nio.SelectorWorker_java,153,22
org.apache.activemq.TransactionContext_java,148,23
org.apache.activemq.jaas.LDAPLoginModule_java,143,24
org.apache.activemq.store.jdbc.JDBCPersistenceAdapter_java,142,25
org.apache.activemq.console.command.StopGracefullyCommand_java,137,26
org.apache.activemq.transport.stomp.ProtocolConverter_java,135,27
org.apache.activemq.bugs.RawRollbackTests_java,135,27
org.apache.activemq.store.jdbc.JDBCTestMemory_java,134,29
org.apache.activemq.bugs.RawRollbackSharedConsumerTests_java,134,29
org.apache.activemq.bugs.amq1974.TryJmsManager_java,127,31
org.apache.activemq.ActiveMQSession_java,127,31
org.apache.activemq.store.jdbc.adapter.DefaultJDBCAdapter_java,120,33
org.apache.activemq.bugs.OutOfOrderTestCase_java,118,34
org.apache.activemq.util.ThreadTracker_java,117,35
org.apache.activemq.bugs.embedded.EmbeddedActiveMQ_java,117,35
org.apache.activemq.transport.stomp.StompWireFormat_java,115,37
org.apache.activemq.broker.region.cursors.AbstractStoreCursor_java,114,38
org.apache.activemq.web.MessageListenerServlet_java,112,39
org.apache.activemq.blob.FTPTestSupport_java,112,39
org.apache.activemq.transport.tcp.TcpFaultyTransportFactory_java,110,41
org.apache.activemq.store.PersistenceAdapterTestSupport_java,108,42
org.apache.activemq.broker.region.RegionBroker_java,108,42
org.apache.activemq.transport.nio.SelectorSelection_java,104,44
