file,bugChurn,rank
org.apache.hadoop.hive.tools.GenVectorCode_java,3335,1
org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore_java,3187,2
org.apache.hadoop.hive.ql.io.orc.encoded.EncodedTreeReaderFactory_java,1693,3
org.apache.hadoop.hive.llap.io.encoded.SerDeEncodedDataReader_java,1237,4
org.apache.hive.hcatalog.listener.DummyRawStoreFailEvent_java,894,5
org.apache.hadoop.hive.metastore.api.GetTablesRequest_java,659,6
org.apache.hadoop.hive.ql.exec.vector.VectorSerializeRow_java,638,7
org.apache.hadoop.hive.metastore.HiveMetaStore_java,608,8
org.apache.hadoop.hive.metastore.api.GetTableRequest_java,605,9
org.apache.hadoop.hive.metastore.api.CompactionResponse_java,583,10
org.apache.hadoop.hive.ql.exec.vector.expressions.aggregates.VectorUDAFBloomFilter_java,474,11
org.apache.hadoop.hive.llap.io.encoded.VectorDeserializeOrcWriter_java,458,12
org.apache.hadoop.hive.metastore.api.GetTablesResult_java,443,13
org.apache.hadoop.hive.metastore.api.ClientCapabilities_java,441,14
org.apache.hive.jdbc.HiveCallableStatement_java,421,15
org.apache.hadoop.hive.metastore.api.GetTableResult_java,394,16
org.apache.hive.beeline.BeeLine_java,381,17
org.apache.hadoop.hive.llap.cli.LlapServiceDriver_java,366,18
org.apache.hadoop.hive.ql.exec.vector.expressions.aggregates.VectorUDAFBloomFilterMerge_java,365,19
org.apache.hadoop.hive.ql.parse.SemanticAnalyzer_java,356,20
org.apache.hadoop.hive.ql.hooks.ATSHook_java,338,21
org.apache.hadoop.hive.llap.daemon.rpc.LlapDaemonProtocolProtos_java,323,22
org.apache.hadoop.hive.metastore.txn.TxnHandler_java,317,23
org.apache.hadoop.hive.ql.exec.vector.expressions.DynamicValueVectorExpression_java,314,24
org.apache.hadoop.hive.llap.daemon.impl.AMReporter_java,312,25
org.apache.hadoop.hive.ql.exec.CommonJoinOperator_java,305,26
org.apache.hive.jdbc.HiveBaseResultSet_java,297,27
org.apache.hadoop.hive.ql.exec.vector.VectorizationContext_java,290,28
org.apache.hadoop.hive.conf.HiveConf_java,285,29
org.apache.hadoop.hive.ql.exec.vector.expressions.VectorInBloomFilterColDynamicValue_java,285,29
org.apache.hadoop.hive.ql.parse.CalcitePlanner_java,264,31
org.apache.hadoop.hive.tools.GenVectorTestCode_java,261,32
org.apache.hadoop.hive.llap.io.decode.OrcEncodedDataConsumer_java,261,32
org.apache.hadoop.hive.serde2.lazy.fast.StringToDouble_java,259,34
org.apache.hadoop.hive.llap.tezplugins.LlapTaskCommunicator_java,258,35
org.apache.hadoop.hive.ql.optimizer.GenMapRedUtils_java,238,36
org.apache.hadoop.hive.ql.io.parquet.timestamp.NanoTimeUtils_java,231,37
org.apache.hadoop.hive.ql.io.orc.encoded.EncodedReaderImpl_java,228,38
org.apache.hadoop.hive.ql.parse.ParseUtils_java,222,39
org.apache.hive.jdbc.HiveDatabaseMetaData_java,215,40
org.apache.hadoop.hive.llap.cli.LlapStatusServiceDriver_java,206,41
org.apache.hadoop.hive.metastore.HiveAlterHandler_java,198,42
org.apache.hadoop.hive.llap.tezplugins.LlapTaskSchedulerService_java,190,43
org.apache.hadoop.hive.llap.cli.LlapSliderUtils_java,188,44
org.apache.hadoop.hive.ql.io.orc.OrcInputFormat_java,170,45
org.apache.hadoop.hive.ql.optimizer.SimpleFetchOptimizer_java,169,46
org.apache.hadoop.hive.ql.lockmgr.DbTxnManager_java,162,47
org.apache.hadoop.hive.ql.exec.tez.monitoring.RenderStrategy_java,154,48
org.apache.hadoop.hive.ql.exec.tez.TezSessionPoolManager_java,153,49
org.apache.hadoop.hive.ql.optimizer.ConvertJoinMapJoin_java,152,50
org.apache.hadoop.hive.llap.io.encoded.OrcEncodedDataReader_java,152,50
org.apache.hadoop.hive.metastore.HiveMetaStoreClient_java,149,52
org.apache.hadoop.hive.ql.parse.TezCompiler_java,148,53
org.apache.hadoop.hive.ql.metadata.Hive_java,129,54
org.apache.hadoop.hive.io.HdfsUtils_java,129,54
org.apache.hadoop.hive.llap.registry.impl.LlapZookeeperRegistryImpl_java,126,56
org.apache.hadoop.hive.druid.serde.DruidSerDe_java,123,57
org.apache.hadoop.hive.llap.daemon.impl.LlapDaemon_java,120,58
org.apache.hadoop.hive.ql.optimizer.physical.Vectorizer_java,119,59
org.apache.hadoop.hive.metastore.AlterHandler_java,116,60
org.apache.hadoop.hive.ql.optimizer.calcite.translator.JoinCondTypeCheckProcFactory_java,116,60
org.apache.hadoop.hive.ql.exec.tez.monitoring.TezJobMonitor_java,115,62
org.apache.hadoop.hive.ql.parse.spark.SparkCompiler_java,112,63
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HiveSemiJoinRule_java,110,64
org.apache.hadoop.hive.llap.daemon.impl.ContainerRunnerImpl_java,109,65
org.apache.hadoop.hive.metastore.api.ShowCompactResponseElement_java,107,66
org.apache.hadoop.hive.llap.io.decode.GenericColumnVectorProducer_java,106,67
org.apache.hadoop.hive.ql.exec.vector.BytesColumnVector_java,100,68
org.apache.hadoop.hive.ql.exec.DDLTask_java,99,69
org.apache.hadoop.hive.ql.exec.ReduceSinkOperator_java,93,70
org.apache.hadoop.hive.druid.QTestDruidSerDe2_java,92,71
org.apache.hadoop.hive.ql.parse.TypeCheckProcFactory_java,91,72
org.apache.hadoop.hive.druid.io.DruidQueryBasedInputFormat_java,87,73
org.apache.hadoop.hive.ql.exec.spark.SparkTask_java,81,74
org.apache.hadoop.hive.ql.optimizer.stats.annotation.StatsRulesProcFactory_java,80,75
org.apache.hadoop.hive.llap.ext.LlapTaskUmbilicalExternalClient_java,76,76
org.apache.hadoop.hive.ql.parse.UpdateDeleteSemanticAnalyzer_java,75,77
org.apache.hadoop.hive.ql.exec.spark.status.impl.SparkMetricsUtils_java,75,77
org.apache.hadoop.hive.ql.io.orc.encoded.Reader_java,75,77
org.apache.hive.jdbc.HivePreparedStatement_java,73,80
org.apache.hadoop.hive.ql.parse.DDLSemanticAnalyzer_java,73,80
org.apache.hive.hcatalog.templeton.tool.TempletonUtils_java,72,82
org.apache.hadoop.hive.ql.exec.GroupByOperator_java,71,83
org.apache.hadoop.hive.ql.plan.ExprNodeDescUtils_java,69,84
org.apache.hadoop.hive.ql.plan.PartitionDesc_java,68,85
org.apache.hadoop.hive.ql.optimizer.LimitPushdownOptimizer_java,67,86
org.apache.hive.benchmark.vectorization.VectorizedLikeBench_java,67,86
org.apache.hadoop.hive.ql.exec.Utilities_java,66,88
org.apache.hive.jdbc.HiveConnection_java,64,89
org.apache.hadoop.hive.druid.DruidStorageHandlerUtils_java,64,89
org.apache.hadoop.hive.llap.daemon.impl.TaskExecutorService_java,63,91
org.apache.hadoop.hive.conf.valcoersion.JavaIOTmpdirVariableCoercion_java,63,91
org.apache.hadoop.hive.llap.io.api.impl.LlapRecordReader_java,63,91
org.apache.hadoop.hive.ql.QTestUtil_java,62,94
org.apache.hadoop.hive.ql.exec.vector.expressions.StringExpr_java,60,95
org.apache.hadoop.hive.ql.io.parquet.ParquetRecordReaderBase_java,59,96
org.apache.hive.beeline.Commands_java,58,97
org.apache.hadoop.hive.ql.io.orc.OrcRecordUpdater_java,58,97
org.apache.hadoop.hive.ql.optimizer.calcite.translator.SqlFunctionConverter_java,55,99
org.apache.hadoop.hive.llap.LlapUtil_java,55,99
org.apache.hadoop.hive.llap.daemon.impl.QueryTracker_java,55,99
org.apache.hadoop.hive.llap.daemon.impl.TaskRunnerCallable_java,55,99
org.apache.hadoop.hive.ql.io.ZeroRowsInputFormat_java,54,103
org.apache.hive.beeline.ClassNameCompleter_java,54,103
org.apache.hadoop.hive.llap.cli.LlapStatusOptionsProcessor_java,53,105
org.apache.hadoop.hive.common.io.encoded.EncodedColumnBatch_java,53,105
org.apache.hadoop.hive.llap.daemon.impl.QueryInfo_java,53,105
org.apache.hadoop.hive.ql.optimizer.calcite.CalciteViewSemanticException_java,52,108
org.apache.hadoop.hive.ql.metadata.HiveMetaStoreChecker_java,51,109
org.apache.hive.hcatalog.templeton.ExecServiceImpl_java,48,110
org.apache.hadoop.hive.serde2.thrift.ColumnBuffer_java,47,111
org.apache.hadoop.hive.metastore.txn.TxnStore_java,47,111
org.apache.hive.spark.client.SparkClientImpl_java,47,111
org.apache.hadoop.hive.ql.optimizer.DynamicPartitionPruningOptimization_java,47,111
org.apache.hadoop.hive.ql.optimizer.StatsOptimizer_java,47,111
org.apache.hadoop.hive.ql.stats.StatsUtils_java,47,111
org.apache.hadoop.hive.cli.CliDriver_java,46,117
org.apache.hive.service.cli.CLIService_java,46,117
org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPNotEqualNS_java,45,119
org.apache.hadoop.hive.common.FileUtils_java,45,119
org.apache.hadoop.hive.ql.optimizer.SortedDynPartitionOptimizer_java,45,119
org.apache.hadoop.hive.llap.daemon.impl.TaskExecutorTestHelpers_java,44,122
org.apache.hadoop.hive.ql.optimizer.calcite.translator.HiveOpConverter_java,44,122
org.apache.hadoop.hive.conf.SystemVariables_java,43,124
org.apache.hadoop.hive.druid.io.DruidOutputFormat_java,43,124
org.apache.hadoop.hive.ql.exec.mr.ExecDriver_java,42,126
org.apache.hadoop.hive.ql.parse.ColumnStatsSemanticAnalyzer_java,42,126
org.apache.hadoop.hive.metastore.api.ClientCapability_java,42,126
org.apache.hadoop.hive.ql.plan.MapWork_java,42,126
org.apache.hadoop.hive.conf.valcoersion.VariableCoercion_java,42,126
org.apache.hadoop.hive.llap.daemon.MiniLlapCluster_java,40,131
org.apache.hadoop.hive.ql.optimizer.calcite.translator.ASTBuilder_java,40,131
org.apache.hadoop.hive.llap.cache.LowLevelCacheImpl_java,39,133
org.apache.hadoop.hive.ql.optimizer.metainfo.annotation.OpTraitsRulesProcFactory_java,38,134
