file,bugChurn,rank
org.apache.ambari.server.controller.KerberosHelperImpl_java,1852,1
org.apache.ambari.server.upgrade.UpgradeCatalog260_java,785,2
org.apache.ambari.server.controller.AmbariManagementControllerImpl_java,782,3
org.apache.ambari.server.controller.AmbariCustomCommandExecutionHelper_java,497,4
org.apache.ambari.server.controller.internal.RootServiceComponentConfigurationResourceProvider_java,484,5
org.apache.ambari.logfeeder.LogFeeder_java,459,6
org.apache.ambari.server.controller.internal.UpgradeResourceProvider_java,456,7
org.apache.ambari.logfeeder.conf.LogFeederProps_java,452,8
org.apache.ambari.infra.InfraManager_java,429,9
org.apache.ambari.server.upgrade.UpgradeCatalog252_java,426,10
org.apache.ambari.server.serveraction.kerberos.KerberosServerAction_java,410,11
org.apache.ambari.server.state.stack.upgrade.RepositoryVersionHelper_java,394,12
org.apache.ambari.server.serveraction.kerberos.stageutils.ResolvedKerberosKeytab_java,390,13
org.apache.ambari.infra.conf.batch.InfraManagerBatchConfig_java,389,14
org.apache.ambari.server.controller.internal.ClusterStackVersionResourceProvider_java,381,15
org.apache.ambari.logfeeder.conf.LogFeederSecurityConfig_java,378,16
org.apache.ambari.logsearch.configurer.SslConfigurer_java,363,17
org.apache.ambari.server.state.UpgradeContext_java,354,18
org.apache.ambari.logfeeder.LogFeederCommandLine_java,350,19
org.apache.ambari.server.controller.internal.AbstractProviderModule_java,346,20
org.apache.ambari.server.controller.internal.BlueprintConfigurationProcessor_java,338,21
org.apache.ambari.server.controller.AuthToLocalBuilder_java,338,21
org.apache.ambari.logsearch.steps.LogSearchDockerSteps_java,317,23
org.apache.ambari.server.orm.dao.KerberosKeytabPrincipalDAO_java,309,24
org.apache.ambari.logfeeder.conf.InputSimulateConfig_java,308,25
org.apache.ambari.infra.manager.JobManager_java,295,26
org.apache.ambari.server.api.services.AmbariMetaInfo_java,288,27
org.apache.ambari.server.state.UpgradeHelper_java,283,28
org.apache.ambari.server.orm.dao.KerberosKeytabDAO_java,264,29
org.apache.ambari.server.state.cluster.ClusterImpl_java,263,30
org.apache.ambari.server.actionmanager.ExecutionCommandWrapper_java,254,31
org.apache.ambari.infra.rest.JobResource_java,239,32
org.apache.ambari.server.orm.entities.KerberosKeytabEntity_java,238,33
org.apache.ambari.logfeeder.conf.LogEntryCacheConfig_java,236,34
org.apache.ambari.server.orm.entities.KerberosKeytabPrincipalEntity_java,236,34
org.apache.ambari.server.topology.AmbariContext_java,228,36
org.apache.ambari.logfeeder.conf.MetricsCollectorConfig_java,226,37
org.apache.ambari.server.api.services.RootServiceComponentConfigurationService_java,226,37
org.apache.ambari.infra.steps.AbstractInfraSteps_java,223,39
org.apache.ambari.swagger.AmbariSwaggerReader_java,222,40
