file,bugChurn,rank
org.apache.ambari.server.upgrade.UpgradeCatalog270_java,1119,1
org.apache.ambari.server.controller.internal.BlueprintConfigurationProcessor_java,910,2
org.apache.ambari.metrics.core.timeline.PhoenixHBaseAccessor_java,859,3
org.apache.ambari.server.controller.AmbariManagementControllerImpl_java,811,4
org.apache.ambari.metrics.core.timeline.TimelineMetricSplitPointComputer_java,756,5
org.apache.ambari.server.state.ConfigHelper_java,655,6
org.apache.ambari.fast_hdfs_resource.Runner_java,590,7
org.apache.ambari.server.controller.KerberosHelperImpl_java,581,8
org.apache.ambari.server.events.MessageEmitter_java,561,9
org.apache.ambari.metrics.core.timeline.discovery.TimelineMetricMetadataManager_java,546,10
org.apache.ambari.logsearch.conf.UIMappingConfig_java,472,11
org.apache.ambari.server.events.publishers.AgentCommandsPublisher_java,448,12
org.apache.ambari.server.upgrade.UpgradeCatalog271_java,448,12
org.apache.ambari.server.utils.StageUtils_java,415,14
org.apache.ambari.logfeeder.input.InputFile_java,413,15
org.apache.ambari.server.controller.internal.ClientConfigResourceProvider_java,396,16
org.apache.ambari.server.agent.stomp.HostLevelParamsHolder_java,395,17
org.apache.ambari.metrics.core.timeline.upgrade.core.MetricsDataMigrationLauncher_java,340,18
org.apache.solr.security.InfraRuleBasedAuthorizationPlugin_java,303,19
org.apache.ambari.server.serveraction.kerberos.DestroyPrincipalsServerAction_java,299,20
org.apache.ambari.server.agent.stomp.AgentHostDataHolder_java,293,21
org.apache.ambari.logsearch.config.zookeeper.LogSearchConfigZKHelper_java,265,22
org.apache.ambari.logsearch.patterns.AmbariLogPatternIT_java,259,23
org.apache.ambari.server.serveraction.kerberos.KerberosServerAction_java,258,24
org.apache.ambari.server.checks.AmbariMetricsHadoopSinkVersionCompatibilityCheck_java,255,25
org.apache.ambari.server.checks.DatabaseConsistencyCheckHelper_java,248,26
org.apache.ambari.server.state.ServiceImpl_java,243,27
org.apache.ambari.metrics.core.timeline.ITPhoenixHBaseAccessor_java,239,28
org.apache.ambari.logsearch.manager.ServiceLogsManager_java,228,29
org.apache.ambari.view.utils.hdfs.DummyFileStatus_java,228,29
org.apache.ambari.logfeeder.input.InputManagerImpl_java,211,31
org.apache.ambari.server.state.cluster.ClusterImpl_java,207,32
org.apache.ambari.server.scheduler.ExecutionScheduleManager_java,206,33
org.apache.ambari.logsearch.conf.SecurityConfig_java,205,34
org.apache.ambari.logsearch.config.zookeeper.LogSearchConfigZK_java,204,35
org.apache.ambari.server.controller.internal.UpgradeResourceProvider_java,200,36
org.apache.ambari.server.state.alert.AlertHelper_java,197,37
org.apache.ambari.server.configuration.Configuration_java,197,37
org.apache.ambari.server.agent.stomp.dto.AlertCluster_java,196,39
org.apache.ambari.server.actionmanager.ActionDBAccessorImpl_java,190,40
org.apache.ambari.server.api.query.render.ClusterBlueprintRenderer_java,189,41
org.apache.ambari.metrics.core.timeline.TimelineMetricConfiguration_java,188,42
org.apache.ambari.logsearch.patterns.YarnLogPatternIT_java,187,43
org.apache.ambari.infra.solr.commands.DumpCollectionsCommand_java,181,44
org.apache.ambari.server.serveraction.kerberos.AbstractPrepareKerberosServerAction_java,172,45
org.apache.ambari.server.agent.stomp.AlertDefinitionsHolder_java,171,46
org.apache.ambari.metrics.core.timeline.uuid.Murmur3HashUuidGenStrategy_java,166,47
org.apache.ambari.metrics.core.timeline.query.PhoenixTransactSQL_java,166,47
org.apache.ambari.metrics.core.timeline.uuid.TimelineMetricUuid_java,165,49
org.apache.ambari.logsearch.conf.AuthPropsConfig_java,165,49
org.apache.ambari.metrics.core.timeline.upgrade.core.AbstractPhoenixMetricsCopier_java,164,51
org.apache.ambari.logsearch.common.VResponse_java,164,51
org.apache.ambari.logsearch.patterns.PatternITBase_java,163,53
org.apache.ambari.server.api.services.AmbariMetaInfo_java,162,54
org.apache.ambari.server.controller.AmbariCustomCommandExecutionHelper_java,161,55
org.apache.ambari.server.agent.RecoveryConfig_java,158,56
org.apache.ambari.server.state.UpgradeHelper_java,157,57
org.apache.ambari.metrics.core.timeline.aggregators.ITClusterAggregator_java,156,58
org.apache.ambari.server.controller.internal.StackVersionResourceProvider_java,153,59
org.apache.ambari.server.checks.ComponentsExistInRepoCheck_java,151,60
org.apache.ambari.logsearch.patterns.HiveLogPatterntIT_java,148,61
org.apache.ambari.server.agent.HeartBeatHandler_java,147,62
org.apache.ambari.server.topology.STOMPComponentsDeleteHandler_java,147,62
org.apache.ambari.server.agent.stomp.dto.MetadataCluster_java,146,64
org.apache.ambari.logsearch.patterns.SmartSenseLogPatternIT_java,145,65
org.apache.ambari.logfeeder.docker.DockerContainerRegistry_java,145,65
org.apache.ambari.logsearch.manager.AuditLogsManager_java,143,67
org.apache.ambari.logfeeder.util.FileUtil_java,143,67
org.apache.ambari.server.state.cluster.ClustersImpl_java,139,69
org.apache.ambari.infra.solr.AmbariSolrCloudCLI_java,138,70
org.apache.ambari.server.serveraction.kerberos.stageutils.KerberosKeytabController_java,138,70
org.apache.ambari.server.controller.internal.RequestResourceProvider_java,136,72
org.apache.ambari.server.alerts.StaleAlertRunnable_java,135,73
org.apache.ambari.server.serveraction.upgrades.FixTimelineReaderAddress_java,132,74
org.apache.ambari.logsearch.common.LabelFallbackHandler_java,130,75
org.apache.ambari.server.serveraction.upgrades.FixNotebookStorage_java,124,76
org.apache.ambari.server.serveraction.upgrades.DeleteUnsupportedServicesAndComponents_java,124,76
org.apache.ambari.logsearch.configurer.LogLevelManagerFilterConfigurer_java,123,78
org.apache.ambari.server.agent.RecoveryConfigComponent_java,118,79
org.apache.ambari.server.controller.UpdateConfigurationPolicy_java,116,80
org.apache.ambari.server.upgrade.UpgradeCatalog272_java,116,80
org.apache.ambari.server.state.stack.upgrade.RepositoryVersionHelper_java,115,82
org.apache.ambari.server.api.services.stackadvisor.commands.StackAdvisorCommand_java,114,83
org.apache.ambari.logsearch.patterns.StormLogPatternIT_java,114,83
org.apache.ambari.server.controller.logging.LoggingRequestHelperImpl_java,113,85
org.apache.ambari.server.state.ServiceComponentSupport_java,113,85
org.apache.ambari.logsearch.web.filters.LogSearchLogLevelFilterManagerFilter_java,112,87
org.apache.ambari.server.state.svccomphost.ServiceComponentHostImpl_java,112,87
org.apache.ambari.server.state.UpgradeContext_java,111,89
org.apache.ambari.logsearch.patterns.KafkaLogPatternIT_java,110,90
org.apache.ambari.logsearch.web.filters.LogSearchConfigStateFilter_java,109,91
org.apache.ambari.server.controller.DeleteIdentityHandler_java,108,92
org.apache.ambari.server.checks.KerberosAdminPersistedCredentialCheck_java,104,93
org.apache.ambari.server.serveraction.upgrades.OozieConfigCalculation_java,103,94
org.apache.ambari.server.checks.MissingOsInRepoVersionCheck_java,101,95
org.apache.ambari.logfeeder.input.monitor.DockerLogFileUpdateMonitor_java,101,95
org.apache.ambari.server.upgrade.UpgradeCatalog262_java,100,97
org.apache.ambari.server.controller.AmbariManagementController_java,100,97
org.apache.ambari.logsearch.steps.LogSearchConfigApiSteps_java,100,97
