file,bugChurn,rank
org.apache.cassandra.thrift.Cassandra_java,3071,1
org.apache.cassandra.cql3.statements.SelectStatement_java,1329,2
org.apache.cassandra.thrift.MultiSliceRequest_java,1042,3
org.apache.cassandra.service.StorageService_java,841,4
org.apache.cassandra.service.StorageProxy_java,617,5
org.apache.cassandra.cql3.ColumnCondition_java,603,6
org.apache.cassandra.cql3.CQLTester_java,576,7
org.apache.cassandra.thrift.ColumnSlice_java,551,8
org.apache.cassandra.cql3.Tuples_java,472,9
org.apache.cassandra.locator.TokenMetadata_java,435,10
org.apache.cassandra.db.marshal.UserType_java,349,11
org.apache.cassandra.db.marshal.TupleType_java,341,12
org.apache.cassandra.thrift.CfDef_java,298,13
org.apache.cassandra.db.RangeTombstoneList_java,281,14
org.apache.cassandra.cql3.statements.CQL3CasRequest_java,268,15
org.apache.cassandra.config.CFMetaData_java,263,16
org.apache.cassandra.streaming.StreamSession_java,233,17
org.apache.cassandra.db.compaction.CompactionTask_java,220,18
org.apache.cassandra.db.compaction.CompactionManager_java,217,19
org.apache.cassandra.service.PendingRangeCalculatorService_java,211,20
org.apache.cassandra.tools.SSTableExport_java,187,21
org.apache.cassandra.io.util.RandomAccessReader_java,182,22
org.apache.cassandra.net.MessagingService_java,172,23
org.apache.cassandra.streaming.StreamTransferTask_java,152,24
org.apache.cassandra.tools.BulkLoader_java,149,25
org.apache.cassandra.db.ColumnFamilyStore_java,145,26
org.apache.cassandra.cql3.MultiColumnRelation_java,144,27
org.apache.cassandra.utils.concurrent.Accumulator_java,133,28
org.apache.cassandra.service.GCInspector_java,130,29
org.apache.cassandra.cql3.CQL3Type_java,126,30
org.apache.cassandra.cql3.statements.ModificationStatement_java,124,31
org.apache.cassandra.thrift.CassandraServer_java,122,32
org.apache.cassandra.cql3.Relation_java,107,33
org.apache.cassandra.cql3.ResultSet_java,107,33
org.apache.cassandra.cql3.SingleColumnRelation_java,105,35
org.apache.cassandra.locator.SimpleSeedProvider_java,100,36
org.apache.cassandra.db.compaction.AbstractCompactionStrategy_java,96,37
org.apache.cassandra.transport.Message_java,92,38
org.apache.cassandra.db.compaction.LeveledManifest_java,91,39
org.apache.cassandra.hadoop.cql3.CqlConfigHelper_java,87,40
org.apache.cassandra.db.Memtable_java,82,41
org.apache.cassandra.io.sstable.CQLSSTableWriter_java,82,41
org.apache.cassandra.tools.SSTableRepairedAtSetter_java,82,41
org.apache.cassandra.dht.RangeStreamer_java,81,44
org.apache.cassandra.cql3.QueryProcessor_java,80,45
org.apache.cassandra.tools.NodeTool_java,77,46
org.apache.cassandra.db.marshal.CompositeType_java,74,47
org.apache.cassandra.streaming.DefaultConnectionFactory_java,74,47
org.apache.cassandra.cql3.statements.BatchStatement_java,70,49
org.apache.cassandra.serializers.TimestampSerializer_java,70,49
org.apache.cassandra.db.Mutation_java,68,51
