file,bugChurn,rank
org.apache.cassandra.db.SinglePartitionReadCommand_java,578,1
org.apache.cassandra.db.UnfilteredDeserializer_java,522,2
org.apache.cassandra.db.ColumnFamilyStore_java,464,3
org.apache.cassandra.cql3.functions.CastFcts_java,301,4
org.apache.cassandra.service.StorageService_java,273,5
org.apache.cassandra.db.commitlog.CommitLogReplayer_java,269,6
org.apache.cassandra.cql3.CQL3Type_java,225,7
org.apache.cassandra.db.Directories_java,224,8
org.apache.cassandra.db.compaction.CompactionManager_java,192,9
org.apache.cassandra.gms.Gossiper_java,177,10
org.apache.cassandra.cql3.functions.AggregateFcts_java,175,11
org.apache.cassandra.schema.LegacySchemaMigrator_java,172,12
org.apache.cassandra.service.StorageProxy_java,162,13
org.apache.cassandra.cql3.statements.SelectStatement_java,159,14
org.apache.cassandra.hadoop.cql3.CqlRecordWriter_java,157,15
org.apache.cassandra.db.ReadCommand_java,156,16
org.apache.cassandra.db.rows.Row_java,145,17
org.apache.cassandra.locator.TokenMetadata_java,144,18
org.apache.cassandra.db.RangeTombstone_java,135,19
org.apache.cassandra.db.LegacyLayout_java,133,20
org.apache.cassandra.db.ReadResponse_java,132,21
org.apache.cassandra.index.SecondaryIndexManager_java,130,22
org.apache.cassandra.cql3.statements.CreateIndexStatement_java,129,23
org.apache.cassandra.cql3.QueryProcessor_java,124,24
org.apache.cassandra.service.CassandraDaemon_java,114,25
org.apache.cassandra.utils.FBUtilities_java,108,26
org.apache.cassandra.io.util.NIODataInputStream_java,105,27
org.apache.cassandra.cql3.QueryOptions_java,104,28
org.apache.cassandra.cql3.statements.CreateAggregateStatement_java,93,29
org.apache.cassandra.db.rows.UnfilteredSerializer_java,92,30
org.apache.cassandra.schema.CompressionParams_java,90,31
org.apache.cassandra.stress.Stress_java,90,31
org.apache.cassandra.config.CFMetaData_java,87,33
org.apache.cassandra.cql3.selection.Selectable_java,86,34
org.apache.cassandra.cql3.CQLFragmentParser_java,84,35
org.apache.cassandra.schema.SchemaKeyspace_java,82,36
org.apache.cassandra.db.commitlog.CommitLogArchiver_java,76,37
org.apache.cassandra.gms.EndpointState_java,76,37
org.apache.cassandra.cql3.CQLTester_java,76,37
org.apache.cassandra.db.commitlog.CommitLog_java,75,40
org.apache.cassandra.io.sstable.format.SSTableReader_java,74,41
org.apache.cassandra.utils.memory.MemtablePool_java,73,42
org.apache.cassandra.io.sstable.Descriptor_java,71,43
org.apache.cassandra.triggers.AuditTrigger_java,71,43
org.apache.cassandra.streaming.StreamSession_java,70,45
org.apache.cassandra.thrift.CassandraServer_java,69,46
org.apache.cassandra.io.util.DataInputBuffer_java,68,47
org.apache.cassandra.dht.Bounds_java,64,48
org.apache.cassandra.cql3.functions.UDFunction_java,62,49
org.apache.cassandra.io.sstable.SSTableRewriter_java,62,49
org.apache.cassandra.service.ActiveRepairService_java,61,51
org.apache.cassandra.tools.Util_java,58,52
org.apache.cassandra.db.rows.BTreeRow_java,56,53
org.apache.cassandra.streaming.compress.CompressedInputStream_java,55,54
org.apache.cassandra.streaming.messages.FileMessageHeader_java,54,55
org.apache.cassandra.cql3.functions.UDFExecutorService_java,53,56
org.apache.cassandra.utils.DefaultValue_java,51,57
org.apache.cassandra.cql3.Json_java,50,58
org.apache.cassandra.io.compress.CompressionMetadata_java,49,59
org.apache.cassandra.transport.Server_java,48,60
org.apache.cassandra.cql3.functions.ScriptBasedUDFunction_java,48,60
org.apache.cassandra.cql3.statements.BatchStatement_java,47,62
org.apache.cassandra.db.view.View_java,47,62
org.apache.cassandra.service.MigrationManager_java,46,64
org.apache.cassandra.cql3.statements.ModificationStatement_java,46,64
org.apache.cassandra.net.MessagingService_java,45,66
org.apache.cassandra.thrift.ThriftConversion_java,45,66
org.apache.cassandra.index.internal.CustomCassandraIndex_java,44,68
org.apache.cassandra.SchemaLoader_java,43,69
org.apache.cassandra.db.compaction.Scrubber_java,43,69
org.apache.cassandra.cache.AutoSavingCache_java,43,69
org.apache.cassandra.cql3.functions.JavaBasedUDFunction_java,42,72
org.apache.cassandra.hadoop.cql3.CqlInputFormat_java,41,73
org.apache.cassandra.cql3.statements.DropIndexStatement_java,41,73
org.apache.cassandra.utils.memory.MemtableAllocator_java,39,75
org.apache.cassandra.io.sstable.format.big.BigFormat_java,39,75
org.apache.cassandra.stress.generate.values.BigDecimals_java,39,75
org.apache.cassandra.cql3.UpdateParameters_java,38,78
org.apache.cassandra.io.sstable.Component_java,37,79
org.apache.cassandra.cql3.statements.AlterTableStatement_java,36,80
org.apache.cassandra.streaming.StreamReceiveTask_java,36,80
org.apache.cassandra.db.columniterator.SSTableReversedIterator_java,35,82
org.apache.cassandra.schema.CQLTypeParser_java,35,82
org.apache.cassandra.db.view.ViewUtils_java,33,84
org.apache.cassandra.db.Keyspace_java,33,84
org.apache.cassandra.db.ColumnFamilyStoreMBean_java,33,84
org.apache.cassandra.db.RangeTombstoneList_java,33,84
org.apache.cassandra.io.sstable.format.big.BigTableWriter_java,32,88
org.apache.cassandra.db.filter.RowFilter_java,32,88
org.apache.cassandra.service.DataResolver_java,32,88
org.apache.cassandra.db.ColumnIndex_java,32,88
org.apache.cassandra.config.ColumnDefinition_java,32,88
org.apache.cassandra.serializers.TimestampSerializer_java,32,88
org.apache.cassandra.utils.BloomFilter_java,31,94
org.apache.cassandra.cql3.statements.UpdatesCollector_java,30,95
org.apache.cassandra.stress.util.JavaDriverClient_java,30,95
org.apache.cassandra.schema.IndexMetadata_java,29,97
org.apache.cassandra.transport.Event_java,29,97
org.apache.cassandra.repair.messages.PrepareMessage_java,29,97
org.apache.cassandra.io.sstable.metadata.StatsMetadata_java,29,97
org.apache.cassandra.db.filter.ClusteringIndexNamesFilter_java,28,101
org.apache.cassandra.repair.RepairMessageVerbHandler_java,28,101
org.apache.cassandra.tools.NodeTool_java,28,101
org.apache.cassandra.serializers.AbstractTextSerializer_java,28,101
org.apache.cassandra.repair.SystemDistributedKeyspace_java,27,105
org.apache.cassandra.cql3.statements.TableAttributes_java,26,106
org.apache.cassandra.utils.JVMStabilityInspector_java,26,106
org.apache.cassandra.cql3.statements.SchemaAlteringStatement_java,26,106
org.apache.cassandra.service.MigrationTask_java,26,106
org.apache.cassandra.db.PartitionRangeReadCommand_java,26,106
org.apache.cassandra.db.compaction.DateTieredCompactionStrategy_java,26,106
org.apache.cassandra.io.sstable.CQLSSTableWriter_java,25,112
org.apache.cassandra.config.Schema_java,25,112
org.apache.cassandra.dht.AbstractBounds_java,25,112
org.apache.cassandra.index.internal.CassandraIndex_java,25,112
org.apache.cassandra.schema.TableParams_java,24,116
org.apache.cassandra.streaming.compress.CompressedStreamReader_java,24,116
org.apache.cassandra.db.partitions.UnfilteredPartitionIterators_java,24,116
org.apache.cassandra.utils.BloomFilterSerializer_java,24,116
org.apache.cassandra.db.commitlog.CommitLogTestReplayer_java,23,120
org.apache.cassandra.io.sstable.SSTableSimpleUnsortedWriter_java,23,120
org.apache.cassandra.db.marshal.AbstractType_java,23,120
org.apache.cassandra.thrift.ThriftValidation_java,23,120
org.apache.cassandra.cql3.statements.CreateFunctionStatement_java,23,120
org.apache.cassandra.tools.NodeProbe_java,23,120
org.apache.cassandra.db.marshal.PartitionerDefinedOrder_java,22,126
org.apache.cassandra.stress.settings.SettingsMode_java,22,126
org.apache.cassandra.db.marshal.TupleType_java,22,126
org.apache.cassandra.cql3.functions.UDHelper_java,22,126
org.apache.cassandra.io.util.FileUtils_java,22,126
org.apache.cassandra.db.view.ViewManager_java,22,126
org.apache.cassandra.db.compaction.DateTieredCompactionStrategyOptions_java,21,132
org.apache.cassandra.utils.Throwables_java,21,132
org.apache.cassandra.db.HintedHandOffManager_java,21,132
org.apache.cassandra.db.rows.UnfilteredRowIterators_java,20,135
org.apache.cassandra.db.SystemKeyspace_java,20,135
org.apache.cassandra.cql3.statements.DropFunctionStatement_java,20,135
org.apache.cassandra.cql3.statements.DropAggregateStatement_java,19,138
org.apache.cassandra.service.ClientState_java,19,138
org.apache.cassandra.db.compaction.writers.MaxSSTableSizeWriter_java,19,138
org.apache.cassandra.cql3.functions.TimeFcts_java,18,141
org.apache.cassandra.utils.FilterFactory_java,18,141
org.apache.cassandra.db.compaction.writers.MajorLeveledCompactionWriter_java,17,143
org.apache.cassandra.db.Memtable_java,17,143
org.apache.cassandra.streaming.StreamReader_java,17,143
org.apache.cassandra.db.compaction.CompactionTask_java,17,143
org.apache.cassandra.hadoop.cql3.CqlConfigHelper_java,17,143
org.apache.cassandra.AbstractSerializationsTester_java,16,148
org.apache.cassandra.db.marshal.ReversedType_java,16,148
org.apache.cassandra.cql3.statements.CQL3CasRequest_java,16,148
org.apache.cassandra.db.partitions.PartitionUpdate_java,16,148
org.apache.cassandra.db.rows.Rows_java,16,148
org.apache.cassandra.utils.btree.TreeCursor_java,16,148
org.apache.cassandra.cql3.statements.AlterTypeStatement_java,15,154
org.apache.cassandra.streaming.messages.OutgoingFileMessage_java,15,154
org.apache.cassandra.cql3.statements.CreateTableStatement_java,15,154
org.apache.cassandra.utils.NativeSSTableLoaderClient_java,15,154
org.apache.cassandra.io.sstable.SSTable_java,15,154
org.apache.cassandra.db.RowUpdateBuilder_java,15,154
org.apache.cassandra.locator.PropertyFileSnitch_java,15,154
org.apache.cassandra.config.ViewDefinition_java,15,154
org.apache.cassandra.config.DatabaseDescriptor_java,15,154
org.apache.cassandra.serializers.TypeSerializer_java,14,163
org.apache.cassandra.index.internal.composites.CompositesSearcher_java,14,163
org.apache.cassandra.serializers.BytesSerializer_java,14,163
org.apache.cassandra.io.sstable.metadata.MetadataSerializer_java,14,163
org.apache.cassandra.db.lifecycle.Helpers_java,14,163
org.apache.cassandra.cql3.functions.UDAggregate_java,14,163
org.apache.cassandra.TeeingAppender_java,14,163
org.apache.cassandra.index.StubIndex_java,14,163
org.apache.cassandra.db.lifecycle.View_java,13,171
org.apache.cassandra.cql3.statements.DropTableStatement_java,13,171
org.apache.cassandra.utils.Hex_java,13,171
org.apache.cassandra.transport.messages.ErrorMessage_java,13,171
org.apache.cassandra.hadoop.ConfigHelper_java,12,175
org.apache.cassandra.cql3.statements.CreateViewStatement_java,12,175
org.apache.cassandra.io.sstable.SSTableTxnWriter_java,12,175
org.apache.cassandra.io.sstable.SSTableSimpleWriter_java,12,175
org.apache.cassandra.db.compaction.writers.CompactionAwareWriter_java,12,175
org.apache.cassandra.db.compaction.SizeTieredCompactionStrategy_java,12,175
org.apache.cassandra.cql3.statements.UpdateStatement_java,12,175
org.apache.cassandra.db.compaction.CompactionController_java,12,175
org.apache.cassandra.cql3.selection.AbstractFunctionSelector_java,11,183
org.apache.cassandra.cql3.statements.CreateKeyspaceStatement_java,11,183
org.apache.cassandra.index.Index_java,11,183
org.apache.cassandra.db.marshal.CompositeType_java,11,183
org.apache.cassandra.utils.KillerForTests_java,11,183
org.apache.cassandra.cql3.statements.DropKeyspaceStatement_java,11,183
org.apache.cassandra.tools.StandaloneSplitter_java,11,183
org.apache.cassandra.cql3.restrictions.StatementRestrictions_java,11,183
org.apache.cassandra.cql3.statements.CreateTypeStatement_java,11,183
org.apache.cassandra.cql3.statements.DropViewStatement_java,11,183
org.apache.cassandra.cql3.statements.DropTypeStatement_java,11,183
org.apache.cassandra.db.compaction.AbstractCompactionStrategy_java,10,194
org.apache.cassandra.cql3.functions.AbstractFunction_java,10,194
org.apache.cassandra.cql3.ColumnIdentifier_java,10,194
org.apache.cassandra.db.commitlog.CommitLogSegment_java,10,194
org.apache.cassandra.db.columniterator.AbstractSSTableIterator_java,10,194
org.apache.cassandra.cql3.ColumnSpecification_java,10,194
org.apache.cassandra.utils.MD5Digest_java,10,194
org.apache.cassandra.tools.nodetool.Repair_java,10,194
org.apache.cassandra.cql3.statements.AlterViewStatement_java,9,202
org.apache.cassandra.io.sstable.metadata.IMetadataComponentSerializer_java,9,202
org.apache.cassandra.service.StorageServiceMBean_java,9,202
org.apache.cassandra.cql3.Terms_java,9,202
org.apache.cassandra.thrift.ThriftSessionManager_java,9,202
org.apache.cassandra.utils.ByteBufferUtil_java,9,202
org.apache.cassandra.db.ConsistencyLevel_java,9,202
org.apache.cassandra.cql3.statements.CreateTriggerStatement_java,9,202
org.apache.cassandra.cql3.statements.DropTriggerStatement_java,9,202
org.apache.cassandra.service.AbstractReadExecutor_java,9,202
org.apache.cassandra.db.compaction.writers.DefaultCompactionWriter_java,9,202
org.apache.cassandra.io.sstable.format.Version_java,8,213
org.apache.cassandra.batchlog.BatchlogManager_java,8,213
org.apache.cassandra.net.OutboundTcpConnection_java,8,213
org.apache.cassandra.utils.concurrent.Ref_java,8,213
org.apache.cassandra.transport.messages.AuthSuccess_java,8,213
org.apache.cassandra.gms.TokenSerializer_java,8,213
org.apache.cassandra.cql3.functions.Function_java,8,213
org.apache.cassandra.db.lifecycle.LogFile_java,7,220
org.apache.cassandra.cql3.statements.AlterKeyspaceStatement_java,7,220
org.apache.cassandra.hints.HintsWriter_java,7,220
org.apache.cassandra.io.util.DataIntegrityMetadata_java,7,220
org.apache.cassandra.tools.SSTableExpiredBlockers_java,7,220
org.apache.cassandra.cql3.ResultSet_java,7,220
org.apache.cassandra.utils.UUIDGen_java,7,220
org.apache.cassandra.gms.FailureDetector_java,7,220
org.apache.cassandra.tools.StandaloneScrubber_java,6,228
org.apache.cassandra.db.marshal.SetType_java,6,228
org.apache.cassandra.cql3.UntypedResultSet_java,6,228
org.apache.cassandra.db.lifecycle.LogTransaction_java,6,228
org.apache.cassandra.db.marshal.MapType_java,6,228
org.apache.cassandra.db.marshal.ListType_java,6,228
org.apache.cassandra.db.compaction.LeveledCompactionTask_java,6,228
org.apache.cassandra.tools.SSTableRepairedAtSetter_java,6,228
org.apache.cassandra.metrics.CompactionMetrics_java,6,228
org.apache.cassandra.service.pager.AbstractQueryPager_java,6,228
org.apache.cassandra.db.marshal.CounterColumnType_java,5,238
org.apache.cassandra.db.columniterator.SSTableIterator_java,5,238
org.apache.cassandra.db.marshal.InetAddressType_java,5,238
org.apache.cassandra.db.marshal.DoubleType_java,5,238
org.apache.cassandra.db.marshal.IntegerType_java,5,238
org.apache.cassandra.db.rows.UnfilteredRowIteratorSerializer_java,5,238
org.apache.cassandra.db.lifecycle.LifecycleTransaction_java,5,238
org.apache.cassandra.db.marshal.TimestampType_java,5,238
org.apache.cassandra.utils.btree.BTreeSearchIterator_java,5,238
org.apache.cassandra.gms.VersionedValue_java,5,238
org.apache.cassandra.db.marshal.FloatType_java,5,238
org.apache.cassandra.db.compaction.Verifier_java,5,238
org.apache.cassandra.db.marshal.DateType_java,5,238
org.apache.cassandra.net.IncomingTcpConnection_java,5,238
org.apache.cassandra.db.marshal.LongType_java,5,238
org.apache.cassandra.db.marshal.DecimalType_java,5,238
org.apache.cassandra.io.sstable.format.SSTableWriter_java,5,238
org.apache.cassandra.db.marshal.UUIDType_java,5,238
org.apache.cassandra.schema.Indexes_java,5,238
org.apache.cassandra.db.marshal.TimeUUIDType_java,5,238
org.apache.cassandra.db.marshal.BooleanType_java,5,238
org.apache.cassandra.io.sstable.format.big.BigTableScanner_java,5,238
org.apache.cassandra.db.marshal.Int32Type_java,5,238
org.apache.cassandra.db.marshal.LexicalUUIDType_java,5,238
org.apache.cassandra.repair.messages.RepairOption_java,4,262
org.apache.cassandra.io.sstable.metadata.CompactionMetadata_java,4,262
org.apache.cassandra.db.compaction.SSTableSplitter_java,4,262
org.apache.cassandra.db.DeletionTime_java,4,262
org.apache.cassandra.cql3.selection.Selector_java,4,262
org.apache.cassandra.transport.Frame_java,4,262
org.apache.cassandra.db.SerializationHeader_java,4,262
org.apache.cassandra.io.sstable.metadata.ValidationMetadata_java,4,262
org.apache.cassandra.service.pager.SinglePartitionPager_java,4,262
org.apache.cassandra.db.ClusteringPrefix_java,4,262
org.apache.cassandra.utils.memory.HeapPool_java,4,262
org.apache.cassandra.tools.StandaloneUpgrader_java,4,262
org.apache.cassandra.io.sstable.metadata.IMetadataSerializer_java,4,262
org.apache.cassandra.io.sstable.IndexSummaryManager_java,4,262
org.apache.cassandra.tools.nodetool.TpStats_java,4,262
org.apache.cassandra.cql3.functions.FunctionResolver_java,4,262
org.apache.cassandra.db.commitlog.AbstractCommitLogService_java,4,262
org.apache.cassandra.tools.BulkLoader_java,4,262
org.apache.cassandra.db.lifecycle.Tracker_java,4,262
org.apache.cassandra.io.compress.CompressedSequentialWriter_java,4,262
org.apache.cassandra.db.SizeEstimatesRecorder_java,3,282
org.apache.cassandra.cache.OHCProvider_java,3,282
org.apache.cassandra.repair.messages.RepairMessage_java,3,282
org.apache.cassandra.stress.StressProfile_java,3,282
org.apache.cassandra.tools.SSTableOfflineRelevel_java,3,282
org.apache.cassandra.config.Config_java,3,282
org.apache.cassandra.db.filter.ColumnSubselection_java,3,282
org.apache.cassandra.db.filter.ColumnFilter_java,3,282
org.apache.cassandra.io.sstable.metadata.LegacyMetadataSerializer_java,3,282
org.apache.cassandra.tools.nodetool.Decommission_java,3,282
org.apache.cassandra.db.rows.AbstractRow_java,2,292
org.apache.cassandra.dht.IncludingExcludingBounds_java,2,292
org.apache.cassandra.cql3.TokenRelation_java,2,292
org.apache.cassandra.io.sstable.SSTableUtils_java,2,292
org.apache.cassandra.io.compress.LZ4Compressor_java,2,292
org.apache.cassandra.db.partitions.PartitionIterators_java,2,292
org.apache.cassandra.tools.SSTableLevelResetter_java,2,292
org.apache.cassandra.db.marshal.CollectionType_java,2,292
org.apache.cassandra.db.marshal.SimpleDateType_java,2,292
org.apache.cassandra.repair.RepairRunnable_java,2,292
org.apache.cassandra.concurrent.NamedThreadFactory_java,2,292
org.apache.cassandra.db.compaction.LeveledManifest_java,2,292
org.apache.cassandra.io.sstable.AbstractSSTableSimpleWriter_java,2,292
org.apache.cassandra.hints.LegacyHintsMigrator_java,2,292
org.apache.cassandra.tools.nodetool.RebuildIndex_java,2,292
org.apache.cassandra.utils.IFilter_java,2,292
org.apache.cassandra.db.compaction.writers.SplittingSizeTieredCompactionWriter_java,2,292
org.apache.cassandra.db.AbstractReadCommandBuilder_java,2,292
org.apache.cassandra.utils.UUIDSerializer_java,2,292
org.apache.cassandra.repair.Validator_java,2,292
org.apache.cassandra.utils.NanoTimeToCurrentTimeMillis_java,2,292
org.apache.cassandra.tools.SSTableMetadataViewer_java,2,292
org.apache.cassandra.db.partitions.AbstractBTreePartition_java,2,292
org.apache.cassandra.cql3.statements.DeleteStatement_java,2,292
org.apache.cassandra.streaming.messages.IncomingFileMessage_java,2,292
