file,bugChurn,rank
org.apache.hadoop.hbase.master.AbstractTestDLS_java,823,1
org.apache.hadoop.hbase.wal.WALKeyImpl_java,658,2
org.apache.hadoop.hbase.wal.WALKey_java,613,3
org.apache.hadoop.hbase.master.assignment.AssignmentManager_java,372,4
org.apache.hadoop.hbase.master.HMaster_java,307,5
org.apache.hadoop.hbase.MetaTableAccessor_java,301,6
org.apache.hadoop.hbase.regionserver.wal.AbstractFSWAL_java,256,7
org.apache.hadoop.hbase.client.AsyncRequestFutureImpl_java,243,8
org.apache.hadoop.hbase.regionserver.wal.AsyncFSWAL_java,232,9
org.apache.hadoop.hbase.io.asyncfs.FanOutOneBlockAsyncDFSOutputHelper_java,230,10
org.apache.hadoop.hbase.regionserver.RSRpcServices_java,227,11
org.apache.hadoop.hbase.regionserver.HStore_java,220,12
org.apache.hadoop.hbase.master.assignment.SplitTableRegionProcedure_java,210,13
org.apache.hadoop.hbase.regionserver.HRegion_java,202,14
org.apache.hadoop.hbase.TimedOutTestsListener_java,198,15
org.apache.hadoop.hbase.master.assignment.MergeTableRegionsProcedure_java,192,16
org.apache.hadoop.hbase.regionserver.MetricsTableLatenciesImpl_java,175,17
org.apache.hadoop.hbase.client.ConnectionImplementation_java,154,18
org.apache.hadoop.hbase.master.TableStateManager_java,149,19
org.apache.hadoop.hbase.MiniHBaseCluster_java,134,20
org.apache.hadoop.hbase.HBaseTestingUtility_java,127,21
org.apache.hadoop.hbase.io.asyncfs.WrapperAsyncFSOutput_java,127,21
org.apache.hadoop.hbase.regionserver.MetricsTableLatencies_java,125,23
org.apache.hadoop.hbase.wal.WALSplitter_java,121,24
org.apache.hadoop.hbase.io.asyncfs.AsyncFSOutputHelper_java,116,25
org.apache.hadoop.hbase.regionserver.wal.FSHLog_java,115,26
org.apache.hadoop.hbase.regionserver.ScannerContext_java,113,27
org.apache.hadoop.hbase.rsgroup.RSGroupInfoManagerImpl_java,110,28
org.apache.hadoop.hbase.master.MirroringTableStateManager_java,109,29
org.apache.hadoop.hbase.mapreduce.MultiTableInputFormatBase_java,108,30
org.apache.hadoop.hbase.master.ClusterStatusPublisher_java,100,31
org.apache.hadoop.hbase.master.MasterRpcServices_java,100,31
org.apache.hadoop.hbase.replication.regionserver.ReplicationSourceWALActionListener_java,98,33
org.apache.hadoop.hbase.regionserver.wal.AbstractTestFSWAL_java,96,34
org.apache.hadoop.hbase.filter.FilterListWithAND_java,96,34
org.apache.hadoop.hbase.snapshot.RestoreSnapshotHelper_java,91,36
org.apache.hadoop.hbase.procedure2.AbstractProcedureScheduler_java,89,37
org.apache.hadoop.hbase.io.hfile.FixedFileTrailer_java,86,38
org.apache.hadoop.hbase.zookeeper.RecoverableZooKeeper_java,81,39
org.apache.hadoop.hbase.procedure2.ProcedureEvent_java,79,40
org.apache.hadoop.hbase.regionserver.MetricsRegionServer_java,75,41
org.apache.hadoop.hbase.regionserver.compactions.CompactionRequestImpl_java,74,42
org.apache.hadoop.hbase.zookeeper.ZooKeeperHelper_java,71,43
org.apache.hadoop.hbase.replication.ReplicationPeerConfigBuilder_java,71,43
org.apache.hadoop.hbase.regionserver.RegionServerTableMetrics_java,71,43
org.apache.hadoop.hbase.coprocessor.RegionObserver_java,69,46
org.apache.hadoop.hbase.replication.regionserver.HBaseInterClusterReplicationEndpoint_java,66,47
