file,bugChurn,rank
org.apache.hadoop.hbase.PerformanceEvaluation_java,1083,1
org.apache.hadoop.hbase.master.assignment.AssignmentManager_java,577,2
org.apache.hadoop.hbase.master.HMaster_java,466,3
org.apache.hadoop.hbase.master.balancer.RSGroupableBalancerTestBase_java,462,4
org.apache.hadoop.hbase.client.Table_java,306,5
org.apache.hadoop.hbase.master.ServerManager_java,277,6
org.apache.hadoop.hbase.regionserver.HRegion_java,276,7
org.apache.hadoop.hbase.master.assignment.RegionStates_java,263,8
org.apache.hadoop.hbase.ProcedureTestUtil_java,255,9
org.apache.hadoop.hbase.master.replication.ModifyPeerProcedure_java,254,10
org.apache.hadoop.hbase.rsgroup.RSGroupAdminEndpoint_java,221,11
org.apache.hadoop.hbase.master.MasterCoprocessorHost_java,216,12
org.apache.hadoop.hbase.master.assignment.UnassignProcedure_java,192,13
org.apache.hadoop.hbase.master.procedure.ReopenTableRegionsProcedure_java,192,13
org.apache.hadoop.hbase.coprocessor.MasterObserver_java,186,15
org.apache.hadoop.hbase.regionserver.HStore_java,180,16
org.apache.hadoop.hbase.client.ConnectionImplementation_java,165,17
org.apache.hadoop.hbase.HBaseTestingUtility_java,164,18
org.apache.hadoop.hbase.regionserver.HRegionServer_java,163,19
org.apache.hadoop.hbase.procedure2.ProcedureExecutor_java,154,20
org.apache.hadoop.hbase.master.assignment.RegionTransitionProcedure_java,145,21
org.apache.hadoop.hbase.rest.RESTDemoClient_java,144,22
org.apache.hadoop.hbase.regionserver.CompactSplit_java,139,23
org.apache.hadoop.hbase.security.access.AccessController_java,137,24
org.apache.hadoop.hbase.master.procedure.ModifyTableProcedure_java,122,25
org.apache.hadoop.hbase.client.AsyncNonMetaRegionLocator_java,118,26
org.apache.hadoop.hbase.master.procedure.InitMetaProcedure_java,115,27
org.apache.hadoop.hbase.util.HBaseFsck_java,113,28
org.apache.hadoop.hbase.master.balancer.BaseLoadBalancer_java,113,28
org.apache.hadoop.hbase.regionserver.MemStoreSizing_java,113,28
org.apache.hadoop.hbase.client.HBaseAdmin_java,109,31
org.apache.hadoop.hbase.master.procedure.EnableTableProcedure_java,105,32
org.apache.hadoop.hbase.ServerMetricsBuilder_java,105,32
org.apache.hadoop.hbase.io.hfile.bucket.BucketCache_java,105,32
org.apache.hadoop.hbase.master.cleaner.CleanerChore_java,103,35
org.apache.hadoop.hbase.wal.WALFactory_java,100,36
org.apache.hadoop.hbase.replication.HBaseReplicationEndpoint_java,96,37
org.apache.hadoop.hbase.io.hfile.BlockCacheUtil_java,93,38
org.apache.hadoop.hbase.regionserver.MemStoreSize_java,87,39
org.apache.hadoop.hbase.master.procedure.RestoreSnapshotProcedure_java,85,40
org.apache.hadoop.hbase.regionserver.RegionServerAccounting_java,85,40
org.apache.hadoop.hbase.nio.MultiByteBuff_java,84,42
org.apache.hadoop.hbase.replication.ZKReplicationQueueStorage_java,84,42
org.apache.hadoop.hbase.client.RawAsyncHBaseAdmin_java,82,44
org.apache.hadoop.hbase.regionserver.SecureBulkLoadManager_java,82,44
org.apache.hadoop.hbase.master.DeadServer_java,81,46
org.apache.hadoop.hbase.regionserver.NonThreadSafeMemStoreSizing_java,81,46
org.apache.hadoop.hbase.regionserver.ThreadSafeMemStoreSizing_java,80,48
org.apache.hadoop.hbase.master.procedure.ServerCrashProcedure_java,77,49
org.apache.hadoop.hbase.regionserver.RSRpcServices_java,77,49
org.apache.hadoop.hbase.regionserver.Segment_java,76,51
org.apache.hadoop.hbase.master.assignment.AssignmentManagerUtil_java,75,52
org.apache.hadoop.hbase.procedure2.store.wal.WALProcedureStore_java,73,53
org.apache.hadoop.hbase.util.CommonFSUtils_java,71,54
org.apache.hadoop.hbase.replication.regionserver.ReplicationSourceManager_java,68,55
org.apache.hadoop.hbase.regionserver.CompactingMemStore_java,68,55
org.apache.hadoop.hbase.master.MasterRpcServices_java,68,55
org.apache.hadoop.hbase.regionserver.DefaultMemStore_java,67,58
org.apache.hadoop.hbase.replication.regionserver.ReplicationSourceWALReader_java,66,59
org.apache.hadoop.hbase.backup.HFileArchiver_java,61,60
org.apache.hadoop.hbase.wal.WALSplitter_java,59,61
org.apache.hadoop.hbase.regionserver.StoreScanner_java,56,62
org.apache.hadoop.hbase.util.LoadTestTool_java,55,63
org.apache.hadoop.hbase.rest.client.Client_java,55,63
org.apache.hadoop.hbase.master.assignment.RegionStateStore_java,53,65
org.apache.hadoop.hbase.regionserver.CompactionPipeline_java,53,65
org.apache.hadoop.hbase.util.RegionMover_java,52,67
org.apache.hadoop.hbase.master.procedure.MasterProcedureTestingUtility_java,52,67
org.apache.hadoop.hbase.mapreduce.CellCounter_java,50,69
org.apache.hadoop.hbase.rsgroup.RSGroupAdminServer_java,49,70
org.apache.hadoop.hbase.io.hfile.bucket.FileIOEngine_java,48,71
org.apache.hadoop.hbase.regionserver.ChunkCreator_java,48,71
org.apache.hadoop.hbase.master.procedure.MasterProcedureScheduler_java,46,73
